time,target
130,24.58203493
131,53.78158222
132,100.5755204
133,138.5046821
134,167.1984007
135,179.4189137
136,176.7419964
137,157.2306065
138,121.5956509
139,72.61801355
140,38.92480004
141,35.64882291
142,40.40546912
143,40.86142567
144,43.32903999
145,44.58919586
146,48.06144895
147,51.57102508
148,57.17383247
149,59.94680591
150,61.12071934
151,61.82841579
152,61.50580832
153,63.77762229
154,63.5855386
155,64.22566931
156,65.60701101
157,68.79023264
158,70.73804172
159,70.37814211
160,68.89937658
161,68.38795729
162,66.7203796
163,67.3021916
164,67.16140844
165,68.12087557
166,68.07567356
167,71.08872965
168,71.4514562
169,70.50647406
170,70.18386745
171,70.91719961
172,69.60161214
173,67.93400446
174,66.76059849
175,67.16760638
176,69.57693365
177,78.28466185
178,87.87114376
179,94.04038939
180,98.94855719
181,99.09216815
182,91.15649449
183,79.29543636
184,67.7304293
185,57.17936882
186,45.82648954
187,32.04932442
188,32.62186027
189,69.1640617
190,116.7342173
191,153.7426359
192,175.6158311
193,182.7174809
194,174.7118921
195,149.8624922
196,108.4000248
197,57.90493415
198,31.7851487
199,34.76558303
200,40.94413753
201,42.2112846
202,43.56934359
203,45.62436307
204,47.81692532
205,52.25188875
206,56.41182781
207,58.93770319
208,62.86918776
209,62.66312965
210,64.63190679
211,65.64966469
212,67.24780594
213,68.67346189
214,68.88467086
215,70.16112646
216,70.81987581
217,68.19893161
218,64.8273771
219,61.91035145
220,59.88614811
221,59.4796206
222,60.44607898
223,61.96029742
224,63.41393851
225,64.26848907
226,65.8503346
227,64.78182008
228,63.80885613
229,64.67741446
230,63.13337517
231,61.31660033
232,62.52314098
233,63.41034573
234,67.48633227
235,76.27563673
236,85.78286726
237,91.19921649
238,90.93023252
239,88.4537901
240,78.35729158
241,66.00438441
242,54.72374291
243,42.98158413
244,28.25340244
245,20.66273302
246,42.65247745
247,89.67487575
248,128.7439049
249,158.4912179
250,170.756048
251,168.5756266
252,149.0758999
253,113.5737929
254,62.24423228
255,22.15704233
256,14.3239723
257,22.16454735
258,22.56689001
259,23.28392999
260,24.96364702
261,26.95107284
262,30.21358416
263,35.98656305
264,40.20476293
265,44.31804344
266,46.72505567
267,47.52601938
268,48.98430124
269,50.59410293
270,53.06404261
271,52.94657999
272,55.94099485
273,56.27342247
274,55.63380423
275,54.56297266
276,52.12382449
277,48.61476059
278,48.40171725
279,52.19801234
280,54.96632285
281,56.38731286
282,62.90156463
283,64.53700175
284,65.22837764
285,64.43260148
286,62.93284588
287,63.23963939
288,61.76084946
289,62.3753213
290,65.35344064
291,72.37816037
292,85.20942922
293,91.6583739
294,93.89058279
295,92.03184934
296,87.63933299
297,81.47524075
298,69.53960315
299,59.79973586
300,48.37224655
301,39.96807272
302,51.93685425
303,96.03619004
304,135.9024021
305,165.9714035
306,182.373779
307,185.7015085
308,175.8078331
309,148.0470007
310,101.321172
311,59.05219151
312,43.32865174
313,52.57483859
314,52.44803965
315,52.34922537
316,52.45320044
317,55.89982694
318,65.00615196
319,67.30827782
320,66.97868985
321,70.29012366
322,76.51299551
323,79.12048044
324,78.80486972
325,78.29113893
326,78.24359471
327,75.7182063
328,77.86881281
329,77.23386639
330,75.86930575
331,74.8824002
332,78.3989737
333,73.76866614
334,69.22698168
335,68.80648256
336,66.82888511
337,63.01910386
338,64.43310807
339,63.29001393
340,64.39630949
341,65.89423718
342,66.31757995
343,63.12318596
344,60.76564504
345,61.41741203
346,63.27663756
347,70.13586314
348,80.81326504
349,85.28787768
350,89.05387221
351,87.75925887
352,79.52290363
353,70.26323302
354,58.50942182
355,46.76491854
356,33.53091335
357,20.06613428
358,27.96732206
359,68.69135534
360,110.6647783
361,140.6475702
362,161.5230929
363,167.3450268
364,155.1576528
365,126.5273773
366,82.55210065
367,37.96143705
368,20.90458698
369,29.69389784
370,32.96569166
371,31.81561052
372,36.71444911
373,40.14246256
374,42.13920164
375,46.04505942
376,47.54298878
377,51.84044821
378,57.45025511
379,60.98547709
380,64.99854336
381,63.33564532
382,62.58647414
383,62.93288406
384,63.40981771
385,59.64200043
386,57.30310775
387,57.20429692
388,58.29429838
389,57.77590146
390,57.91717255
391,56.3638331
392,57.03656791
393,55.54380594
394,57.82960847
395,56.69350554
396,58.03759674
397,57.4749192
398,57.55326342
399,59.97425907
400,60.09221521
401,63.38967579
402,67.67782856
403,73.58600702
404,81.43824679
405,81.73335772
406,78.52965887
407,69.71756163
408,60.16654233
409,49.3008258
410,38.79875679
411,26.28036091
412,11.84121924
413,23.58857053
414,70.89067041
415,115.9900115
416,151.0473605
417,168.9299049
418,171.1621197
419,155.0073412
420,125.5798576
421,75.82373026
422,28.28433882
423,10.47691154
424,19.26155584
425,18.50072899
426,22.56042832
427,21.5711775
428,19.83833542
429,17.8444155
430,20.40762454
431,23.24121937
432,26.0235142
433,27.87575536
434,26.46923803
435,25.19794413
436,29.56300283
437,26.5201331
438,25.33740136
439,23.87961473
440,28.75517166
441,29.01534168
442,29.70907497
443,24.39581979
444,19.19444209
445,18.13292651
446,18.53994735
447,19.80243698
448,20.89476065
449,22.12694643
450,26.2729201
451,25.7964878
452,27.66969545
453,21.58953401
454,23.34854498
455,30.79285873
456,36.78029386
457,48.15701127
458,54.88336862
459,58.10856635
460,53.97246652
461,46.3211995
462,36.64664762
463,25.77394515
464,21.55856084
465,12.51804231
466,6.698959363
467,33.50924048
468,82.96286271
469,126.4654657
470,156.7559411
471,171.4962761
472,170.7308128
473,155.0212883
474,123.7033654
475,78.32950386
476,41.70155298
477,35.30669542
478,44.53189406
479,50.21397141
480,53.08019187
481,52.68536501
482,57.1273302
483,61.48076394
484,64.23742649
485,69.11997409
486,73.27290748
487,76.02957018
488,78.18250367
489,85.85527363
490,89.43478192
491,93.30335276
492,100.9248228
493,105.2012917
494,110.1817401
495,112.3789855
496,111.9025553
497,109.9599082
498,110.0359379
499,112.0233751
500,117.1646514
501,118.7348524
502,120.3843075
503,122.1572674
504,122.3102321
505,118.4025585
506,116.7653012
507,116.0977095
508,121.3975251
509,131.4968402
510,143.2022344
511,146.9868829
512,149.4195416
513,145.8755159
514,136.3361288
515,128.1021312
516,115.1734926
517,104.6434441
518,91.91527546
519,86.18710692
520,103.7060087
521,146.9708518
522,186.0795059
523,215.3909188
524,230.7723391
525,230.531323
526,211.3485954
527,180.4525806
528,132.9621749
529,94.72118948
530,84.00464866
531,89.52358152
532,89.95389138
533,92.39122033
534,91.18984694
535,90.34745186
536,91.72185371
537,97.13119824
538,96.02540609
539,97.67019382
540,99.31031241
541,99.86650771
542,99.37378338
543,100.4474654
544,100.378966
545,98.83259188
546,95.33519855
547,95.34128428
548,92.29378118
549,91.26721319
550,87.9633015
551,83.28872335
552,78.56986424
553,78.93727838
554,78.38626605
555,76.16856675
556,75.42407307
557,76.21104306
558,77.07494791
559,77.92020657
560,77.51836445
561,79.77387101
562,87.36970965
563,95.36181908
564,101.3003092
565,100.8588555
566,95.69709544
567,85.14141454
568,74.76755742
569,63.36107705
570,45.90793536
571,26.96300294
572,19.85486256
573,46.68379499
574,96.01855632
575,136.3370213
576,165.2079155
577,177.8736707
578,175.3249788
579,152.7949333
580,108.5026807
581,54.30362891
582,14.70366772
583,11.46500419
584,20.8603739
585,24.49350612
586,26.50191304
587,28.99286396
588,29.96165916
589,35.41995636
590,35.57756392
591,38.90533753
592,41.89045983
593,45.79632803
594,49.79307762
595,51.78518858
596,49.78660746
597,51.4057632
598,50.43284745
599,54.49719371
600,52.3680891
601,51.94061417
602,46.35463099
603,41.33276528
604,38.57896604
605,34.89972128
606,31.64708179
607,34.99350241
608,35.62895507
609,39.70730938
610,39.40803922
611,39.06448811
612,36.67665604
613,39.39835161
614,48.45805992
615,58.0212778
616,64.29076403
617,69.35981087
618,64.36123079
619,60.41858949
620,49.65780248
621,38.33054823
622,28.54876522
623,16.3101036
624,0.76141395
625,1.567063947
626,36.99038977
627,81.0990489
628,119.4151666
629,145.7219764
630,153.5322653
631,146.3798468
632,124.0456045
633,78.9724402
634,27.56596295
635,-0.372008406
636,4.380022732
637,9.479343956
638,11.11946723
639,11.84818308
640,15.56987994
641,18.3265805
642,22.94805773
643,25.89122079
644,30.23297399
645,29.67494697
646,31.45728254
647,29.89226708
648,27.38090158
649,30.62240477
650,33.73805352
651,30.77447869
652,32.58009946
653,32.1572962
654,33.29857991
655,31.12052773
656,29.70236329
657,29.82268156
658,29.6982489
659,31.28710365
660,31.19761372
661,30.06152349
662,32.37996212
663,34.23923332
664,36.35253289
665,38.00431516
666,42.87057503
667,50.91160911
668,57.10419354
669,65.23150091
670,69.10239964
671,68.15280281
672,62.38033006
673,54.01346648
674,41.34124406
675,31.3473359
676,22.00845708
677,7.988914251
678,7.17448011
679,46.14327966
680,93.41511881
681,131.3932263
682,157.1732443
683,166.5639495
684,158.5234109
685,133.8884815
686,93.72440788
687,45.17807109
688,12.81819675
689,16.50495332
690,21.74880833
691,23.0695982
692,26.5372387
693,26.48272349
694,27.46550081
695,30.58115171
696,34.99517302
697,37.13880863
698,32.8512004
699,32.42141082
700,31.0591872
701,29.94174512
702,29.32314343
703,28.54835282
704,32.15353662
705,34.15962989
706,36.4221319
707,37.76156878
708,38.00542464
709,39.03248368
710,40.57007134
711,41.63442295
712,42.70814351
713,45.06387706
714,50.9021546
715,53.02946417
716,54.57867931
717,52.3306838
718,55.3041544
719,58.48508355
720,68.33733842
721,75.99144271
722,88.59662738
723,97.68664485
724,103.4736228
725,101.4470938
726,94.04992875
727,78.85787244
728,70.69846999
729,63.27802022
730,56.51021942
731,41.93355026
732,48.00260259
733,87.29074066
734,130.6861175
735,164.1770755
736,187.0363197
737,193.9724987
738,187.5962999
739,161.2434165
740,120.4313352
741,72.73116186
742,50.90275372
743,58.28415399
744,60.56063487
745,59.47816804
746,62.27213558
747,67.2525961
748,69.78551638
749,74.69136151
750,81.05179653
751,85.68957535
752,88.12224557
753,88.03510994
754,85.98761669
755,83.96340839
756,83.10237764
757,84.33689747
758,88.37564708
759,95.67312477
760,96.49040841
761,98.4382463
762,98.02475612
763,95.74645885
764,98.01131349
765,100.227218
766,104.6295849
767,109.3139954
768,114.5625233
769,118.0674599
770,117.6143583
771,116.5412006
772,111.7687326
773,109.3296387
774,111.1609001
775,112.7031295
776,120.3106361
777,126.7176727
778,130.4813379
779,131.5993426
780,125.9644178
781,111.432032
782,97.32860135
783,86.13190905
784,74.28485668
785,56.57299723
786,37.8751454
787,43.34977897
788,91.15775609
789,140.4132735
790,173.9904463
791,190.9149702
792,195.1215376
793,182.0320845
794,147.5743149
795,93.35430772
796,39.66109504
797,16.17070223
798,26.78986757
799,30.80994239
800,30.72747819
801,30.81749939
802,30.39003406
803,32.22828534
804,34.80082011
805,38.37335493
806,43.10674795
807,44.52077456
808,47.72734272
809,51.64484844
810,52.36658393
811,51.57547158
812,49.66085463
813,48.3522558
814,47.91780252
815,46.18265959
816,45.05820397
817,43.61908165
818,42.80001552
819,40.8527451
820,38.57448108
821,39.13300909
822,39.38153959
823,39.49487727
824,41.06042447
825,42.2646436
826,44.30107712
827,44.30250704
828,42.4134951
829,41.74826861
830,42.47000507
831,47.79779015
832,52.21413729
833,61.11302843
834,68.29628241
835,71.88047637
836,71.1872656
837,64.01157197
838,53.90576364
839,44.75103568
840,35.46578408
841,27.33669098
842,10.53859158
843,15.02720487
844,53.90043125
845,100.0091008
846,137.0385162
847,159.3010555
848,167.4167137
849,159.2386708
850,131.1725054
851,85.58653409
852,34.16605968
853,10.05796324
854,16.08036002
855,19.29626881
856,21.3466503
857,22.97048765
858,26.18871592
859,29.6889877
860,31.0190935
861,34.00654799
862,39.05461043
863,42.43833577
864,45.38150939
865,44.60672652
866,45.75268954
867,44.81707913
868,43.34533595
869,42.2768521
870,41.45543861
871,39.7552715
872,35.49797554
873,31.08680999
874,28.7246252
875,26.83097684
876,25.37086125
877,22.30472763
878,20.25720978
879,18.64792441
880,17.95474625
881,18.08670243
882,17.13244649
883,15.1618637
884,13.21224653
885,10.82674684
886,9.725640509
887,8.841300583
888,10.15044215
889,16.63206912
890,27.21394637
891,38.21537934
892,44.90913414
893,45.49333088
894,39.5553719
895,29.51020472
896,20.92890478
897,9.207742817
898,0.274453221
899,-13.10173794
900,-14.68770688
901,16.90347876
902,65.10773208
903,105.7898297
904,133.544193
905,146.8859586
906,146.9620078
907,128.4203202
908,95.28656111
909,49.20410212
910,18.1123048
911,19.29556245
912,29.52777035
913,33.50125027
914,36.83370851
915,44.63934185
916,50.14895472
917,54.57229445
918,58.06793037
919,64.79430975
920,68.09179513
921,71.99532914
922,78.95950163
923,83.66256577
924,83.70364265
925,90.84027012
926,94.68087712
927,98.05297832
928,100.1220095
929,105.2330024
930,105.4465954
931,104.2428911
932,109.9436364
933,109.8355438
934,108.8206519
935,110.9596297
936,115.2711234
937,116.9835266
938,118.663276
939,122.438637
940,125.1650174
941,125.9100441
942,128.3940234
943,126.4863708
944,129.581068
945,133.8365929
946,143.0827795
947,156.5877246
948,168.6427797
949,175.6115922
950,180.1957916
951,175.33712
952,167.4737488
953,159.3493302
954,148.1106844
955,135.6435841
956,121.5215155
957,134.2409082
958,178.3565716
959,222.0037293
960,260.776711
961,282.6056619
962,285.1059386
963,269.767043
964,234.4282085
965,184.6720766
966,134.4637353
967,113.6329881
968,121.9001718
969,119.4004794
970,122.4811703
971,125.8182699
972,125.8803452
973,127.6953197
974,129.9484961
975,132.9919253
976,134.9886931
977,135.7943294
978,136.9776208
979,133.3147208
980,133.6634786
981,132.7418507
982,131.2887592
983,128.3158618
984,125.1937641
985,119.1229359
986,113.968215
987,109.1235222
988,106.7683314
989,105.3012326
990,100.1768158
991,95.94982951
992,94.45709617
993,90.26041389
994,87.86094236
995,82.06751946
996,79.69368279
997,74.67180539
998,74.00191779
999,74.27377218
1000,74.73910807
1001,80.24170596
1002,86.73966523
1003,89.72947635
1004,89.91737712
1005,82.78597252
1006,73.45174815
1007,58.6839911
1008,48.25418577
1009,37.04584654
1010,25.52284062
1011,17.66414138
1012,34.03856597
1013,74.24279408
1014,111.1603401
1015,139.4811455
1016,154.5968117
1017,151.2905725
1018,136.0216258
1019,103.3727047
1020,57.82171467
1021,16.72992265
1022,0.321114077
1023,2.329572397
1024,1.706316897
1025,3.663475264
1026,6.030881481
1027,8.517184231
1028,10.03846017
1029,14.32194319
1030,15.91316552
1031,22.70015816
1032,25.21209591
1033,29.30679739
1034,34.77677356
1035,39.60337821
1036,42.38805175
1037,44.87435498
1038,42.10193023
1039,43.63483389
1040,39.61298907
1041,38.65639087
1042,35.45739161
1043,34.0299378
1044,34.23883657
1045,34.61790141
1046,34.54011816
1047,35.92617162
1048,36.35885599
1049,38.08759143
1050,36.11466676
1051,38.40516987
1052,40.55813031
1053,45.90924143
1054,48.55405377
1055,55.43195942
1056,61.15602601
1057,62.69128039
1058,62.21255776
1059,58.9599094
1060,51.1874857
1061,43.59685526
1062,33.99224782
1063,25.6323914
1064,10.24690026
1065,14.00594042
1066,50.77895768
1067,89.03915761
1068,123.6396591
1069,147.8532283
1070,153.4094793
1071,142.4458941
1072,118.5032744
1073,81.27397266
1074,35.69731989
1075,10.25589056
1076,14.7724996
1077,14.58747906
1078,20.05278815
1079,24.95636023
1080,27.48227733
1081,31.34153798
1082,32.56676548
1083,34.47964561
1084,35.73752701
1085,38.50587599
1086,43.32082536
1087,45.63232628
1088,50.79694616
1089,54.65620719
1090,54.91173902
1091,54.9481547
1092,50.68854991
1093,48.33336411
1094,47.31149135
1095,43.59033885
1096,41.13258362
1097,38.77739801
1098,38.01428399
1099,36.58683285
1100,34.28059759
1101,33.77157306
1102,33.65411963
1103,34.25233397
1104,33.17220363
1105,33.77737607
1106,38.27299046
1107,43.41432633
1108,48.21298036
1109,48.43353996
1110,46.73338427
1111,40.26629137
1112,29.84351005
1113,20.77036867
1114,11.58766923
1115,2.752290389
1116,-13.16698122
1117,-15.20981846
1118,15.95480285
1119,55.52735267
1120,89.53346577
1121,111.5232825
1122,118.5550305
1123,112.0972766
1124,90.96352778
1125,51.48248902
1126,5.50724865
1127,-22.69409641
1128,-21.29638136
1129,-17.64457691
1130,-13.41232808
1131,-9.870081643
1132,-6.449050976
1133,-3.118932127
1134,4.260136966
1135,4.114761526
1136,9.372614893
1137,13.36942095
1138,17.90467919
1139,22.64037694
1140,28.43204398
1141,30.56871228
1142,35.55618019
1143,38.83502999
1144,41.44722334
1145,37.99645897
1146,40.26597053
1147,41.69167111
1148,41.27356069
1149,40.77851551
1150,43.20653556
1151,43.32687744
1152,47.11854505
1153,47.15261383
1154,46.73218436
1155,50.80589557
1156,55.61154042
1157,62.41953518
1158,71.6937165
1159,82.73013542
1160,88.20011762
1161,89.54891456
1162,83.40582923
1163,75.94343853
1164,66.4507134
1165,57.13050419
1166,50.49092857
1167,37.42477829
1168,41.13020399
1169,72.80065659
1170,118.0049227
1171,160.2534699
1172,181.0008269
1173,193.6526335
1174,188.2834745
1175,164.7767729
1176,131.2257902
1177,81.32281793
1178,51.47810373
1179,48.25814543
1180,56.61390129
1181,57.04891135
1182,49.19723933
1183,55.9283005
1184,61.93209733
1185,67.264538
1186,75.07952266
1187,78.57050224
1188,84.57429926
1189,89.82049744
1190,95.25553845
1191,92.10546598
1192,89.77591968
1193,97.83565565
1194,101.4571593
1195,106.3094368
1196,105.5813006
1197,106.7622526
1198,108.9874857
1199,109.6882436
1200,112.3936709
1201,112.93824
1202,116.440878
1203,119.5425761
1204,122.7258478
1205,126.5175179
1206,119.6914513
1207,124.2010781
1208,132.6873895
1209,141.017512
1210,150.3686306
1211,155.7500532
1212,154.7025513
1213,147.5385028
1214,139.9176063
1215,126.5554073
1216,102.027742
1217,88.27629137
1218,69.55514475
1219,68.22093055
1220,106.1711097
1221,154.1935545
1222,195.318569
1223,221.501811
1224,228.2561896
1225,210.7425018
1226,173.6973505
1227,126.8783039
1228,73.36693556
1229,45.74137052
1230,50.33956041
1231,54.38764049
1232,58.85762613
1233,56.66562451
1234,55.89320912
1235,54.02518221
1236,57.62340291
1237,67.12836193
1238,76.4095356
1239,78.65808603
1240,80.10475662
1241,81.87778224
1242,84.6997581
1243,82.33991029
1244,82.26912501
1245,78.39877924
1246,76.1718051
1247,76.14993965
1248,74.04186209
1249,67.13889322
1250,63.40609042
1251,60.81781891
1252,58.41832919
1253,58.30091349
1254,57.03664725
1255,55.632519
1256,55.41018401
1257,56.28346064
1258,62.71615504
1259,69.37727356
1260,75.62118632
1261,77.24968164
1262,77.97607741
1263,76.44142586
1264,64.7738703
1265,49.86858286
1266,36.93064166
1267,23.68270295
1268,9.033793822
1269,11.16579905
1270,49.76866004
1271,91.06851205
1272,127.8042162
1273,150.5632663
1274,151.9889729
1275,139.8109503
1276,113.7331475
1277,73.33835873
1278,23.83865052
1279,-2.274094749
1280,2.079346554
1281,2.484057436
1282,6.469212701
1283,8.640830417
1284,7.521096862
1285,11.01205061
1286,16.95756373
1287,22.25506665
1288,24.77168582
1289,30.96429992
1290,36.87252075
1291,40.92527288
1292,42.0899025
1293,41.02375825
1294,40.00659475
1295,38.82622329
1296,39.85566023
1297,37.22076006
1298,31.89121883
1299,27.47778482
1300,24.64940334
1301,24.00983417
1302,20.3399611
1303,21.13865497
1304,25.2403274
1305,26.88982092
1306,28.11038993
1307,30.94170728
1308,32.36973488
1309,39.72085823
1310,47.84352704
1311,50.6002291
1312,46.23339605
1313,45.16029474
1314,43.01721667
1315,36.73198777
1316,22.9059264
1317,12.5997015
1318,-1.305583405
1319,-1.635123637
1320,26.86517016
1321,66.85264663
1322,105.2410631
1323,133.7670223
1324,146.0482001
1325,141.1009538
1326,113.6129056
1327,72.77286775
1328,22.92352204
1329,-10.91184658
1330,-14.61202227
1331,-10.85763859
1332,-9.681349341
1333,-7.449121327
1334,-1.958134719
1335,6.234481574
1336,9.776737808
1337,15.31667475
1338,18.86125042
1339,23.67856173
1340,21.61943876
1341,22.85633635
1342,24.30533115
1343,28.76601423
1344,29.89103452
1345,30.96707414
1346,29.81005107
1347,25.00031808
1348,22.64282513
1349,22.90535787
1350,16.08631716
1351,17.05047963
1352,18.76058331
1353,22.30284036
1354,20.18307963
1355,23.37569688
1356,29.0997778
1357,28.53479627
1358,36.58987094
1359,46.00160459
1360,49.46695767
1361,52.58495973
1362,53.13655558
1363,52.07508386
1364,34.92968884
1365,27.60713933
1366,22.57832156
1367,9.139225518
1368,-3.539952266
1369,6.62233118
1370,53.47461711
1371,97.79543947
1372,138.4798788
1373,160.4137689
1374,159.9793424
1375,150.8386171
1376,123.0918127
1377,77.40332752
1378,30.80105451
1379,11.98433452
1380,20.47297348
1381,21.52572991
1382,28.92580694
1383,36.22798364
1384,42.77488083
1385,45.31015088
1386,50.57036605
1387,56.65574606
1388,61.85303408
1389,68.31603869
1390,72.61821572
1391,77.2164133
1392,81.20621249
1393,85.25198097
1394,84.63341234
1395,82.17100221
1396,82.15149373
1397,81.40005171
1398,83.86305675
1399,85.59879744
1400,84.86832114
1401,86.35232242
1402,83.80366994
1403,84.24567913
1404,85.19586708
1405,88.20901285
1406,91.80022262
1407,98.64549128
1408,109.7751838
1409,118.8652341
1410,125.9319689
1411,126.6700295
1412,120.5456329
1413,115.2370627
1414,106.5112563
1415,98.39384833
1416,88.6960266
1417,73.03082821
1418,62.72927733
1419,86.82396673
1420,137.7998207
1421,180.6777439
1422,213.2759429
1423,229.4802211
1424,228.4187523
1425,207.9004049
1426,167.7853168
1427,114.0058916
1428,73.03533485
1429,66.37013703
1430,76.05927886
1431,75.72739412
1432,77.82211466
1433,79.05669731
1434,81.1607258
1435,81.43260102
1436,84.1590051
1437,87.45651518
1438,91.66543279
1439,91.38017929
1440,90.86885163
1441,88.46473226
1442,88.65268448
1443,88.78466751
1444,92.40386372
1445,95.66640104
1446,96.56297161
1447,96.40595336
1448,96.62652916
1449,92.26904103
1450,91.1446157
1451,86.73817748
1452,86.81889141
1453,89.89728604
1454,96.91974201
1455,99.39907668
1456,103.4471675
1457,112.5558663
1458,122.4407797
1459,130.0809422
1460,135.8772937
1461,132.4242251
1462,130.9035601
1463,122.8863742
1464,114.9857349
1465,103.5420049
1466,97.75559303
1467,88.08340851
1468,75.77252163
1469,91.70873564
1470,139.9176548
1471,183.3736748
1472,215.0254956
1473,229.418558
1474,228.6531731
1475,207.1930861
1476,171.2178625
1477,118.0608151
1478,67.17186476
1479,51.12205629
1480,58.47318782
1481,58.19025567
1482,56.43182918
1483,56.46826358
1484,54.98257278
1485,54.22646578
1486,55.83165642
1487,58.0149416
1488,58.43366994
1489,60.01557582
1490,60.64408209
1491,58.58029714
1492,57.57242045
1493,56.47366246
1494,56.4005698
1495,56.33443519
1496,56.76247177
1497,56.47023253
1498,54.31086686
1499,51.67133767
1500,48.2718598
1501,44.82578163
1502,43.96478652
1503,42.85904048
1504,45.07961895
1505,46.5636252
1506,50.00798917
1507,49.06307095
1508,49.2440378
1509,46.51591656
1510,45.51505977
1511,44.48621841
1512,42.59958901
1513,41.76654852
1514,42.65848367
1515,44.69723894
1516,52.78497496
1517,58.81442246
1518,67.53149208
1519,73.42809666
1520,72.53679845
1521,66.40306865
1522,54.01991873
1523,42.51323371
1524,29.80375942
1525,19.94508474
1526,11.07243306
1527,-0.361986146
1528,19.03342868
1529,75.25867753
1530,121.1459443
1531,153.5996173
1532,167.7782659
1533,166.8356683
1534,143.8115277
1535,105.8526033
1536,54.951998
1537,6.976777261
1538,-5.602172674
1539,7.110259275
1540,9.459074329
1541,10.67031619
1542,13.20095507
1543,16.07421484
1544,18.73070831
1545,23.36153654
1546,28.43761629
1547,33.67919291
1548,38.70864189
1549,42.47933237
1550,42.6812668
1551,44.73870054
1552,46.05019317
1553,47.17754278
1554,45.80605211
1555,43.04997896
1556,41.39876426
1557,40.20210894
1558,37.32247026
1559,36.26332724
1560,32.54686615
1561,34.87468611
1562,35.71297365
1563,40.22960596
1564,40.36162529
1565,43.15563197
1566,45.77483401
1567,46.82524947
1568,47.43514374
1569,50.11025413
1570,48.66884845
1571,50.56777484
1572,49.71609094
1573,52.24206211
1574,50.39971668
1575,51.41982857
1576,51.06234651
1577,51.41345215
1578,51.48486424
1579,51.90359693
1580,51.31997981
1581,52.51028852
1582,50.85440587
1583,54.0190494
1584,54.8899918
1585,56.91480388
1586,59.51533011
1587,62.75223945
1588,64.55326627
1589,65.42420891
1590,67.51658714
1591,67.78611997
1592,68.17921851
1593,74.78441427
1594,78.17052438
1595,84.03212893
1596,91.03826477
1597,94.02578494
1598,92.44448802
1599,89.09167626
1600,83.01620829
1601,73.6074579
1602,66.317543
1603,57.16050169
1604,40.38111546
1605,48.97932327
1606,94.0623944
1607,136.427509
1608,168.8835356
1609,189.9269645
1610,192.6603655
1611,178.7807293
1612,150.964051
1613,106.5925631
1614,62.04624012
1615,46.10367692
1616,56.27531055
1617,61.12293909
1618,65.73515509
1619,69.75761894
1620,71.35582746
1621,73.37362222
1622,77.32382058
1623,82.01062178
1624,86.59250359
1625,89.83640327
1626,92.85419826
1627,94.96058583
1628,93.95741534
1629,93.95189505
1630,91.31933013
1631,90.02477795
1632,91.29199339
1633,91.91119863
1634,92.39518053
1635,88.14957874
1636,85.37251337
1637,81.34602788
1638,78.3451772
1639,78.67532023
1640,78.04742497
1641,78.68060765
1642,79.6051722
1643,77.43647509
1644,76.44496308
1645,72.20866962
1646,72.73464428
1647,71.81768686
1648,71.315677
1649,70.11435688
1650,67.07389496
1651,64.70240892
1652,62.88338265
1653,61.50490818
1654,60.51104679
1655,59.25378824
1656,59.14106098
1657,58.07261478
1658,59.62654412
1659,62.38091295
1660,65.60152939
1661,75.77783436
1662,81.73969235
1663,83.09315195
1664,81.59114285
1665,73.13106495
